,Words,Freq,Polarity,Subjectivity,Analysis
1627,foot,2,0.0,0.0,Neutral
1628,chemical,8,0.0,0.0,Neutral
1629,pool,2,0.0,0.0,Neutral
1630,empty,2,-0.1,0.5,Negative
1631,coming,3,0.0,0.0,Neutral
1632,summertime,3,0.0,0.0,Neutral
1633,caramel,3,0.0,0.0,Neutral
1634,bungee,1,0.0,0.0,Neutral
1635,jumping,1,0.0,0.0,Neutral
1636,jet,1,0.0,0.0,Neutral
1637,plane,1,0.0,0.0,Neutral
1638,state,1,0.0,0.0,Neutral
1639,superpower,1,0.0,0.0,Neutral
1640,bruce,1,0.0,0.0,Neutral
1641,wayne,1,0.0,0.0,Neutral
1642,cheque,1,0.0,0.0,Neutral
1643,gone,9,0.0,0.0,Neutral
1644,echo,3,0.0,0.0,Neutral
1645,chose,1,0.0,0.0,Neutral
1646,irrelevant,1,-0.5,1.0,Negative
1647,cheating,1,0.0,0.0,Neutral
1648,momma,2,0.0,0.0,Neutral
1649,couch,2,0.0,0.0,Neutral
1650,2012,1,0.0,0.0,Neutral
1651,nothin,7,0.0,0.0,Neutral
1652,serious,1,-0.3333333333333333,0.6666666666666666,Negative
1653,cheatin,12,0.0,0.0,Neutral
1654,cocky,1,-0.2,0.9,Negative
1655,admit,3,0.0,0.0,Neutral
1656,fountain,9,0.0,0.0,Neutral
1657,lovely,1,0.5,0.75,Positive
1658,quarter,1,0.0,0.0,Neutral
1659,touching,1,0.5,0.5,Positive
1660,grabbing,3,0.0,0.0,Neutral
1661,hip,2,0.0,0.0,Neutral
1662,kissing,3,0.0,0.0,Neutral
1663,whispering,2,0.0,0.0,Neutral
1664,built,3,0.0,0.0,Neutral
1665,handle,1,0.0,0.0,Neutral
1666,goodluck,1,0.0,0.0,Neutral
1667,hated,1,-0.9,0.7,Negative
1668,bothered,1,0.0,0.0,Neutral
1669,compare,4,0.0,0.0,Neutral
1670,deeply,2,0.0,0.4,Neutral
1671,hell,4,0.0,0.0,Neutral
1672,argue,2,0.0,0.0,Neutral
1673,paid,1,0.0,0.0,Neutral
1674,killed,1,-0.2,0.0,Negative
1675,blamin,3,0.0,0.0,Neutral
1676,haha,3,0.2,0.3,Positive
1677,shredded,1,0.0,0.0,Neutral
1678,embarrassed,1,0.0,0.0,Neutral
1679,confidence,1,0.0,0.0,Neutral
1680,making,4,0.0,0.0,Neutral
1681,toe,1,0.0,0.0,Neutral
1682,begin,2,0.0,0.0,Neutral
1683,sway,1,0.0,0.0,Neutral
1684,friday,2,0.0,0.0,Neutral
1685,blind,4,-0.5,0.6666666666666666,Negative
1686,lullaby,1,0.0,0.0,Neutral
1687,sigh,1,0.0,0.0,Neutral
1688,news,1,0.0,0.0,Neutral
1689,prays,1,0.0,0.0,Neutral
1690,tower,1,0.0,0.0,Neutral
1691,beggin,3,0.0,0.0,Neutral
1692,boston,1,0.0,0.0,Neutral
1693,bomb,1,0.0,0.0,Neutral
1694,aside,1,0.0,0.0,Neutral
1695,vacuum,2,-0.008333333333333333,0.0,Negative
1696,cleaner,2,0.0,0.0,Neutral
1697,ford,2,0.0,0.0,Neutral
1698,cortina,2,0.0,0.0,Neutral
1699,pot,1,0.0,0.0,Neutral
1700,held,2,0.0,0.0,Neutral
1701,harder,2,-0.1,0.0,Negative
1702,leccy,1,0.0,0.0,Neutral
1703,meter,1,0.0,0.0,Neutral
1704,portable,1,0.0,0.0,Neutral
1705,heater,1,0.0,0.0,Neutral
1706,lotion,1,0.0,0.0,Neutral
1707,hair,3,0.0,0.0,Neutral
1708,pacific,1,0.0,0.0,Neutral
1709,idgaf,1,0.0,0.0,Neutral
1710,friendly,1,0.375,0.5,Positive
1711,business,1,0.0,0.0,Neutral
1712,yesterday,1,0.0,0.0,Neutral
1713,movin,2,0.0,0.0,Neutral
1714,creepin,1,0.0,0.0,Neutral
1715,blamed,1,0.0,0.0,Neutral
1716,alcohol,1,0.0,0.0,Neutral
1717,switch,1,0.0,0.0,Neutral
1718,position,1,0.0,0.0,Neutral
1719,tryna,10,0.0,0.0,Neutral
1720,tch,2,0.0,0.0,Neutral
1721,reminiscin,1,0.0,0.0,Neutral
1722,shoulda,1,0.0,0.0,Neutral
1723,reason,8,0.0,0.0,Neutral
1724,nerve,3,0.0,0.0,Neutral
1725,awhile,1,0.0,0.0,Neutral
1726,denial,1,0.0,0.0,Neutral
1727,moved,2,0.0,0.0,Neutral
1728,quicker,1,0.0,0.0,Neutral
1729,stare,1,0.0,0.0,Neutral
1730,happen,3,0.0,0.0,Neutral
1731,rolling,17,0.0,0.0,Neutral
1732,fever,6,0.0,0.0,Neutral
1733,pitch,2,0.0,0.0,Neutral
1734,bringing,2,0.0,0.0,Neutral
1735,crystal,1,0.0,0.0,Neutral
1736,version,2,0.0,0.0,Neutral
1737,sell,2,0.0,0.0,Neutral
1738,explicit,1,0.0,0.0,Neutral
1739,underestimate,1,0.0,0.0,Neutral
1740,breathless,2,0.0,0.0,Neutral
1741,burn,3,0.0,0.0,Neutral
1742,depth,1,0.0,0.0,Neutral
1743,despair,1,0.0,0.0,Neutral
1744,shared,1,0.0,0.0,Neutral
1745,beating,9,0.0,0.0,Neutral
1746,sorrow,1,0.0,0.0,Neutral
1747,treasured,1,0.0,0.0,Neutral
1748,peer,6,0.0,0.0,Neutral
1749,text,1,0.0,0.0,Neutral
1750,2am,1,0.0,0.0,Neutral
1751,halfway,1,0.0,0.0,Neutral
1752,testing,1,0.0,0.0,Neutral
1753,everytime,1,0.0,0.0,Neutral
1754,touchin,1,0.0,0.0,Neutral
1755,teasing,2,0.0,0.0,Neutral
1756,mmm,22,0.0,0.0,Neutral
1757,sunflower,20,0.0,0.0,Neutral
1758,headshake,1,0.0,0.0,Neutral
1759,toothpaste,1,0.0,0.0,Neutral
1760,hung,1,0.0,0.0,Neutral
1761,gallery,1,0.0,0.0,Neutral
1762,flower,1,0.0,0.0,Neutral
1763,died,2,0.0,0.0,Neutral
1764,plant,1,0.0,0.0,Neutral
1765,seed,1,0.0,0.0,Neutral
1766,takeaway,17,0.0,0.0,Neutral
1767,doubt,1,0.0,0.0,Neutral
1768,shelf,1,0.0,0.0,Neutral
1769,scream,5,0.0,0.0,Neutral
1770,fallen,2,0.0,0.0,Neutral
1771,breakout,3,0.0,0.0,Neutral
1772,puppet,1,0.0,0.0,Neutral
1773,string,1,0.0,0.0,Neutral
1774,ago,1,0.0,0.0,Neutral
1775,settled,1,0.0,0.0,Neutral
1776,aloud,1,0.0,0.0,Neutral
1777,selfish,2,-0.5,1.0,Negative
1778,tie,3,0.0,0.0,Neutral
1779,tricking,1,0.0,0.0,Neutral
1780,fixing,1,0.0,0.0,Neutral
1781,champagne,6,0.0,0.0,Neutral
1782,entourage,4,0.0,0.0,Neutral
1783,rooftop,4,0.0,0.0,Neutral
1784,n,4,0.0,0.0,Neutral
1785,roll,4,0.0,0.0,Neutral
1786,prozac,1,0.0,0.0,Neutral
1787,align,1,0.0,0.0,Neutral
1788,forgot,3,0.0,0.0,Neutral
1789,decorates,1,0.0,0.0,Neutral
1790,raven,1,0.0,0.0,Neutral
1791,draw,1,0.0,0.0,Neutral
1792,ex,1,0.0,0.0,Neutral
1793,brag,1,0.0,0.0,Neutral
1794,rant,1,0.0,0.0,Neutral
1795,special,1,0.35714285714285715,0.5714285714285714,Positive
1796,glitter,3,0.0,0.0,Neutral
1797,sold,2,0.0,0.0,Neutral
1798,cruel,5,-1.0,1.0,Negative
1799,material,4,0.0,0.0,Neutral
1800,cost,1,0.0,0.0,Neutral
1801,easily,1,0.43333333333333335,0.8333333333333334,Positive
1802,whoa,9,0.0,0.0,Neutral
1803,raging,1,0.0,0.0,Neutral
1804,leap,1,0.0,0.0,Neutral
1805,roar,1,0.0,0.0,Neutral
1806,course,1,0.0,0.0,Neutral
1807,expectation,2,0.0,0.0,Neutral
1808,listens,2,0.0,0.0,Neutral
1809,neck,3,0.0,0.0,Neutral
1810,eah,32,0.0,0.0,Neutral
1811,nod,1,0.0,0.0,Neutral
1812,fault,1,0.0,0.0,Neutral
1813,harry,2,0.0,0.0,Neutral
1814,goodnight,1,0.0,0.0,Neutral
1815,holdin,2,0.0,0.0,Neutral
1816,gravity,1,0.0,0.0,Neutral
1817,palm,1,0.0,0.0,Neutral
1818,seems,1,0.0,0.0,Neutral
1819,replaced,1,0.0,0.0,Neutral
1820,sitting,2,0.0,0.0,Neutral
1821,ringin,1,0.0,0.0,Neutral
1822,bell,1,0.0,0.0,Neutral
1823,internet,1,0.0,0.0,Neutral
1824,america,1,0.0,0.0,Neutral
1825,untold,1,0.0,0.0,Neutral
1826,beaten,1,0.0,0.0,Neutral
1827,chasing,3,0.0,0.0,Neutral
1828,escaping,1,0.0,0.0,Neutral
1829,skyline,3,0.0,0.0,Neutral
1830,reminds,3,0.0,0.0,Neutral
1831,longing,1,0.0,0.0,Neutral
1832,howling,1,0.0,0.0,Neutral
1833,afar,1,0.0,0.0,Neutral
1834,fighting,1,0.0,0.0,Neutral
1835,afloat,1,0.0,0.1,Neutral
1836,mountainside,2,0.0,0.0,Neutral
1837,northern,1,0.0,0.0,Neutral
1838,city,4,0.0,0.0,Neutral
1839,staring,1,0.0,0.0,Neutral
1840,grow,1,0.0,0.0,Neutral
1841,dime,1,0.0,0.0,Neutral
1842,lord,1,0.0,0.0,Neutral
1843,4,1,0.0,0.0,Neutral
1844,5,1,0.0,0.0,Neutral
1845,rising,7,0.0,0.0,Neutral
1846,shining,1,0.0,0.0,Neutral
1847,beside,2,0.0,0.0,Neutral
1848,hour,1,0.0,0.0,Neutral
1849,booked,1,0.0,0.0,Neutral
1850,restaurant,1,0.0,0.0,Neutral
1851,eat,1,0.0,0.0,Neutral
1852,buy,1,0.0,0.0,Neutral
1853,fucking,1,-0.6,0.8,Negative
1854,dreamed,9,0.0,0.0,Neutral
1855,mirror,1,0.0,0.0,Neutral
1856,pose,1,0.0,0.0,Neutral
1857,compliment,2,0.0,0.0,Neutral
1858,romance,1,0.0,0.0,Neutral
1859,caller,1,0.0,0.0,Neutral
1860,arrogant,2,0.0,0.0,Neutral
1861,jealous,1,0.0,0.0,Neutral
1862,trick,1,0.0,0.0,Neutral
1863,abcdefu,1,0.0,0.0,Neutral
1864,sister,4,0.0,0.0,Neutral
1865,job,4,0.0,0.0,Neutral
1866,as,4,0.0,0.0,Neutral
1867,art,3,0.0,0.0,Neutral
1868,dog,4,0.0,0.0,Neutral
1869,ended,1,0.0,0.0,Neutral
1870,textin,1,0.0,0.0,Neutral
1871,dated,1,0.0,0.0,Neutral
1872,attention,1,0.0,0.0,Neutral
1873,connection,1,0.0,0.0,Neutral
1874,anythin,1,0.0,0.0,Neutral
1875,goin,1,0.0,0.0,Neutral
1876,b,5,0.0,0.0,Neutral
1877,f,6,0.0,0.0,Neutral
1878,nah,174,0.0,0.0,Neutral
1879,craigslist,1,0.0,0.0,Neutral
1880,blessed,10,0.0,0.0,Neutral
1881,rest,1,0.0,0.0,Neutral
1882,clay,1,0.0,0.0,Neutral
1883,safe,1,0.5,0.5,Positive
1884,glow,1,0.0,0.0,Neutral
1885,rule,1,0.0,0.0,Neutral
1886,stressed,2,0.0,0.0,Neutral
1887,guessed,2,0.0,0.0,Neutral
1888,unattended,3,0.0,0.0,Neutral
1889,ease,4,0.0,0.0,Neutral
1890,relief,4,0.0,0.0,Neutral
1891,underneath,1,0.0,0.0,Neutral
1892,trickle,2,0.0,0.0,Neutral
1893,spine,2,0.0,0.0,Neutral
1894,climb,2,0.0,0.0,Neutral
1895,verse,2,0.0,0.0,Neutral
1896,collecting,3,0.0,0.0,Neutral
1897,purpose,3,0.0,0.0,Neutral
1898,circumstance,3,0.0,0.0,Neutral
1899,lucky,4,0.3333333333333333,0.8333333333333334,Positive
1900,tend,1,0.0,0.0,Neutral
1901,seriously,1,-0.3333333333333333,0.6666666666666666,Negative
1902,dreamer,2,0.0,0.0,Neutral
1903,great,2,0.8,0.75,Positive
1904,fighter,2,0.0,0.0,Neutral
1905,singin,2,0.0,0.0,Neutral
1906,bang,30,0.0,0.0,Neutral
1907,weapon,2,0.0,0.0,Neutral
1908,history,1,0.0,0.0,Neutral
1909,four,1,0.0,0.0,Neutral
1910,enjoying,1,0.5,0.6,Positive
1911,ignoring,1,0.0,0.0,Neutral
1912,coin,1,0.0,0.0,Neutral
1913,hater,1,0.0,0.0,Neutral
1914,causing,2,0.0,0.0,Neutral
1915,ceiling,1,0.0,0.0,Neutral
1916,band,1,0.0,0.0,Neutral
1917,x,1,0.0,0.0,Neutral
1918,bummer,1,0.0,0.0,Neutral
1919,insecure,2,-0.5,0.875,Negative
1920,pour,1,0.0,0.0,Neutral
1921,level,1,0.0,0.0,Neutral
1922,deny,1,,,
